RAZON_SOCIAL_VISITADA,GIRO_COMERCIAL,MUNICIPIO,ENTIDAD,ID_RAZON_SOCIAL_VISITADA
ABARROTES PUNTO DE VENTA S.A DE C.V Y/O PUNTO DE VENTA,ABARROTES,ECATEPEC DE MORELOS,MEXICO,945
ABARROTES QUESIMEX Y/O MINERVA HERNANDEZ ROSADO,ABARROTES,ECATEPEC DE MORELOS,MEXICO,946
ABARROTES QUIQUE Y/O ANGELINA QUIROZ,ABARROTES,ECATEPEC DE MORELOS,MEXICO,947
ABARROTES RAMIREZ,ABARROTES,OAXACA DE JUAREZ,OAXACA,948
ABARROTES RANCHO GRANDE Y/O LUIS SIMON CABALLERO HERNANDEZ,ABARROTES,NICOLAS ROMERO,MEXICO,949
ABARROTES RAY  PROPIEDAD DE RAYMUNDO PEÃA HERRERA,ABARROTES,VERACRUZ,VERACRUZ,950
ABARROTES REFRESCOS CIGARROS Y HUEVO,ABARROTES,XOCHIMILCO,DISTRITO FEDERAL,951
ABARROTES REYES Y/O AMELIA REYES DE IGNACIO,ABARROTES,IZTAPALAPA,DISTRITO FEDERAL,952
ABARROTES REYES Y/O GREGORIO AGUSTIN REYES,ABARROTES,NAUCALPAN DE JUAREZ,MEXICO,953
ABARROTES REYNA Y/O NATALIA GARCIA RUIZ,ABARROTES,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL,954
ABARROTES RICHARD Y/O ELISEO SENOBIO GARCIA,ABARROTES,ECATEPEC DE MORELOS,MEXICO,955
ABARROTES ROCIO,ABARROTES,VERACRUZ,VERACRUZ,956
ABARROTES ROCIO Y/O ARMANDO FLORES ZEFERINO,ABARROTES,ECATEPEC DE MORELOS,MEXICO,957
ABARROTES RODRIGUEZ,ABARROTES,ZACATECAS,ZACATECAS,958
ABARROTES ROSAURA,ABARROTES,VICTORIA,TAMAULIPAS,959
ABARROTES ROSYSEL Y/O ANA MARIA SORIA WALLE,ABARROTES,VICTORIA,TAMAULIPAS,960
ABARROTES RUBEN,ABARROTES,ZACATECAS,ZACATECAS,961
ABARROTES RUBI,ABARROTES,MELCHOR OCAMPO,MEXICO,962
ABARROTES RUIZ III,ABARROTES,TLALNEPANTLA DE BAZ,MEXICO,963
ABARROTES S/N,ABARROTES,ATIZAPAN DE ZARAGOZA,MEXICO,964
ABARROTES S/N,ABARROTES,CUAUTITLAN  DE ROMERO RUBIO,MEXICO,965
ABARROTES S/N,ABARROTES,CUAUTITLAN IZCALLI,MEXICO,966
ABARROTES S/N,ABARROTES,TONANITLA,MEXICO,967
ABARROTES S/N,ABARROTES,TULTITLAN,MEXICO,968
ABARROTES S/N,ABARROTES,VICTORIA,TAMAULIPAS,969
ABARROTES S/N  Y/O DANIEL GRANADOS PORTILLO,ABARROTES,LA MAGDALENA CONTRERAS,DISTRITO FEDERAL,970
ABARROTES S/N  Y/O FERMIN ALBARRAN PERALTA,ABARROTES,NAUCALPAN DE JUAREZ,MEXICO,971
ABARROTES S/N  Y/O GUILLERMO GONZALEZ,ABARROTES,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL,972
ABARROTES S/N  Y/O JOSE SOTO HERRERA,ABARROTES,NICOLAS ROMERO,MEXICO,973
ABARROTES S/N  Y/O MARTHA ESCALANTE GARCIA,ABARROTES,MIGUEL HIDALGO,DISTRITO FEDERAL,974
ABARROTES S/N NADIA CORTES PIÃA,ABARROTES,LA MAGDALENA CONTRERAS,DISTRITO FEDERAL,975
ABARROTES S/N Y/O ALFREDO DURAN RAMIREZ,ABARROTES,ALVARO OBREGON,DISTRITO FEDERAL,976
ABARROTES S/N Y/O ALMA DELIA GALVEZ HERNANDEZ,ABARROTES,VENUSTIANO CARRANZA,DISTRITO FEDERAL,977
ABARROTES S/N Y/O ANTONIO SOTO SANTAMARIA,ABARROTES,MIGUEL HIDALGO,DISTRITO FEDERAL,978
ABARROTES S/N Y/O ARACELI VEGA ESCOBEDO,ABARROTES,MIGUEL HIDALGO,DISTRITO FEDERAL,979
ABARROTES S/N Y/O EDUARDO PERUSQUIA MONTOYA,ABARROTES,MIGUEL HIDALGO,DISTRITO FEDERAL,980
ABARROTES S/N Y/O EMILIO ZAVALA CARPINTERO,ABARROTES,NAUCALPAN DE JUAREZ,MEXICO,981
ABARROTES S/N Y/O FAUSTINO PORTILLO,ABARROTES,LA MAGDALENA CONTRERAS,DISTRITO FEDERAL,982
ABARROTES S/N Y/O HERMELINDA RODRIGUEZ  GOROZTIETA,ABARROTES,ALVARO OBREGON,DISTRITO FEDERAL,983
ABARROTES S/N Y/O JESUS RAMIREZ MACIAS,ABARROTES,ALVARO OBREGON,DISTRITO FEDERAL,984
ABARROTES S/N Y/O JOSE GUADALUPE CABRERA  DELGADO,ABARROTES,NAUCALPAN DE JUAREZ,MEXICO,985
ABARROTES S/N Y/O JOSE RODRIGUEZ SOTO,ABARROTES,MIGUEL HIDALGO,DISTRITO FEDERAL,986
ABARROTES S/N Y/O JUAN CRUZ DOMINGUEZ,ABARROTES,MIGUEL HIDALGO,DISTRITO FEDERAL,987
ABARROTES S/N Y/O M. CRISANTO GARCIA,ABARROTES,MIGUEL HIDALGO,DISTRITO FEDERAL,988
ABARROTES S/N Y/O MANUEL SOTO DIAZ,ABARROTES,MIGUEL HIDALGO,DISTRITO FEDERAL,989
ABARROTES S/N Y/O MARIA CECILIA MONTES DE OCA ROCHA,ABARROTES,ALVARO OBREGON,DISTRITO FEDERAL,990
ABARROTES S/N Y/O MARIA CELERINA GARCIA NIÃO,ABARROTES,MIGUEL HIDALGO,DISTRITO FEDERAL,991
ABARROTES S/N Y/O MARIA DE LOS ANGELES RAMIREZ GOMEZ,ABARROTES,NAUCALPAN DE JUAREZ,MEXICO,992
ABARROTES S/N Y/O MARIA MAGDALENA MARTINEZ ROMERO,ABARROTES,ALVARO OBREGON,DISTRITO FEDERAL,993
ABARROTES S/N Y/O MARTHA MOLINA CARDONA,ABARROTES,MIGUEL HIDALGO,DISTRITO FEDERAL,994
ABARROTES S/N Y/O NANCY HERNANDEZ MEJIA,ABARROTES,ALVARO OBREGON,DISTRITO FEDERAL,995
ABARROTES S/N Y/O PORFIRIO REYES AGUSTIN,ABARROTES,NAUCALPAN DE JUAREZ,MEXICO,996
ABARROTES S/N Y/O RAFAEL REYNA MORA,ABARROTES,MIGUEL HIDALGO,DISTRITO FEDERAL,997
ABARROTES S/N Y/O RAQUEL MACIAS LLAMAS,ABARROTES,ALVARO OBREGON,DISTRITO FEDERAL,998
ABARROTES S/N Y/O REYNA GONZALEZ GARCIA,ABARROTES,ALVARO OBREGON,DISTRITO FEDERAL,999
ABARROTES S/N Y/O ROBERTO RIVERA MEJIA,ABARROTES,ALVARO OBREGON,DISTRITO FEDERAL,1000
ABARROTES S/N Y/O ROSA SEGURA MAXINEZ,MISCELANEA,MIGUEL HIDALGO,DISTRITO FEDERAL,1001
ABARROTES S/N Y/O VENUSTIANO GARCIA HERNANDEZ,ABARROTES,MIGUEL HIDALGO,DISTRITO FEDERAL,1002
ABARROTES SABY Y/O SABINO HERNANDEZ HERNANDEZ,ABARROTES,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL,1003
ABARROTES SAID,ABARROTES,PACHUCA DE SOTO,HIDALGO,1004
ABARROTES SALAZAR,ABARROTES,VICTORIA,TAMAULIPAS,1005
ABARROTES SALCHICHONERIA Y LACTEOS LA SUBASTA,ABARROTES,TLALPAN,DISTRITO FEDERAL,1006
ABARROTES SALVATIERRA,ABARROTES,TIJUANA,BAJA CALIFORNIA,1007
ABARROTES SAN AGUSTIN Y/O LUCILA SANSON MORAN,CREMERIA,BENITO JUAREZ,DISTRITO FEDERAL,1008
ABARROTES SAN ANTONIO,ABARROTES,TLALNEPANTLA DE BAZ,MEXICO,1009
ABARROTES SAN BERNABE Y/O AVELINA AMAYA MONTES DE OCA,ABARROTES,LA MAGDALENA CONTRERAS,DISTRITO FEDERAL,1010
ABARROTES SAN CHARBEL Y/O TERESITA DEL NIÃO JESUS ROMERO GONZALEZ,ABARROTES,ECATEPEC DE MORELOS,MEXICO,1011
ABARROTES SAN FRANCISCO,ABARROTES,ATIZAPAN DE ZARAGOZA,MEXICO,1012
ABARROTES SAN JERONIMO Y/O PEDRO ANAYA SOTELO,ABARROTES,LA MAGDALENA CONTRERAS,DISTRITO FEDERAL,1013
ABARROTES SAN JORGE Y/O GARCIA HERNANDEZ ANA LILIA,ABARROTES VINOS Y LICORES,COYOACAN,DISTRITO FEDERAL,1014
ABARROTES SAN JOSE,ABARROTES,ZACATECAS,ZACATECAS,1015
ABARROTES SAN JOSE Y/O MIRIAM SANDOVAL GARCIA,ABARROTES,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL,1016
ABARROTES SAN JUAN HEHE  S.A. DE C.V.,ABARROTES,TULTITLAN,MEXICO,1017
ABARROTES SAN JUDAS TADEO,ABARROTES,ZACATECAS,ZACATECAS,1018
ABARROTES SAN JUDITAS,ABARROTES,ATIZAPAN DE ZARAGOZA,MEXICO,1019
ABARROTES SAN MARTIN,ABARROTES,COLIMA,COLIMA,1020
ABARROTES SAN MARTIN,ABARROTES,CUAUTITLAN IZCALLI,MEXICO,1021
ABARROTES SEDOME,ABARROTES,VERACRUZ,VERACRUZ,1022
ABARROTES SEMILLAS SIN NOMBRE,ABARROTES,TLAHUAC,DISTRITO FEDERAL,1023
ABARROTES SEMILLAS Y HUEVO SIN NOMBRE Y/O JUAN CARLOS ESPINOZA CRUZ,ABARROTES,IZTAPALAPA,DISTRITO FEDERAL,1024
ABARROTES SEVEN Y/O LORENZO ANTONIO SARABIA PEDRAZA,ABARROTES,JILOTEPEC,MEXICO,1025
ABARROTES SIMERO,ABARROTES,ATIZAPAN DE ZARAGOZA,MEXICO,1026
ABARROTES SIN NOMBRE,ABARROTES,COYOACAN,DISTRITO FEDERAL,1027
ABARROTES SIN NOMBRE,TORTILLERIA,COYOACAN,DISTRITO FEDERAL,1027
ABARROTES SIN NOMBRE,ABARROTES,TLAHUAC,DISTRITO FEDERAL,1028
ABARROTES SIN NOMBRE,TLAPALERIA,TLAHUAC,DISTRITO FEDERAL,1028
ABARROTES SIN NOMBRE,ABARROTES,VICTORIA,TAMAULIPAS,1029
ABARROTES SIN NOMBRE,ABARROTES,XOCHIMILCO,DISTRITO FEDERAL,1030
ABARROTES SIN NOMBRE,ABARROTES,ZACATECAS,ZACATECAS,1031
ABARROTES SIN NOMBRE  Y/O ELIA HERNANDEZ CRUZ,ABARROTES,IZTAPALAPA,DISTRITO FEDERAL,1032
ABARROTES SIN NOMBRE  Y/O MACARIO CARRANZA URIBE,ABARROTES,VENUSTIANO CARRANZA,DISTRITO FEDERAL,1033
ABARROTES SIN NOMBRE Y/O  JESUS MORALES RODRIGUEZ,ABARROTES,IZTAPALAPA,DISTRITO FEDERAL,1034
ABARROTES SIN NOMBRE Y/O AUDELIA ESPINOZA ROJAS,ABARROTES,VICTORIA,TAMAULIPAS,1035
ABARROTES SIN NOMBRE Y/O COHETE VALENCIA ROBERTO,ABARROTES,IZTAPALAPA,DISTRITO FEDERAL,1036
ABARROTES SIN NOMBRE Y/O CUAUHTEMOC DE JESUS HERNANDEZ,ABARROTES,CUAUHTEMOC,DISTRITO FEDERAL,1037
ABARROTES SIN NOMBRE Y/O CUPERTINO ROSAS,ABARROTES,IZTAPALAPA,DISTRITO FEDERAL,1038
ABARROTES SIN NOMBRE Y/O DAGOBERTO PEDRAZA ALMANZA,ABARROTES,VENUSTIANO CARRANZA,DISTRITO FEDERAL,1039
ABARROTES SIN NOMBRE Y/O EDGAR GOMEZ HERNANDEZ,ABARROTES,VENUSTIANO CARRANZA,DISTRITO FEDERAL,1040
ABARROTES SIN NOMBRE Y/O FELIX HERNANDEZ CASTILLO,ABARROTES,VENUSTIANO CARRANZA,DISTRITO FEDERAL,1041
ABARROTES SIN NOMBRE Y/O GUSTAVO MENDOZA AGUILAR,ABARROTES,VENUSTIANO CARRANZA,DISTRITO FEDERAL,1042
ABARROTES SIN NOMBRE Y/O HECTOR SAMUEL PADILLA,ABARROTES,NAUCALPAN DE JUAREZ,MEXICO,1043
ABARROTES SIN NOMBRE Y/O JAIME BACILIO ROMAN,ABARROTES,IZTAPALAPA,DISTRITO FEDERAL,1044
ABARROTES SIN NOMBRE Y/O JAVIER ESTEBAN ROJAS  Y LAGUNA,ABARROTES,ECATEPEC DE MORELOS,MEXICO,1045
ABARROTES SIN NOMBRE Y/O JORGE ALBERTO BENITO NIEVES,ABARROTES,VENUSTIANO CARRANZA,DISTRITO FEDERAL,1046
ABARROTES SIN NOMBRE Y/O JOSE MIGUEL POSADAS VARGAS,ABARROTES,VENUSTIANO CARRANZA,DISTRITO FEDERAL,1047
ABARROTES SIN NOMBRE Y/O JUAN ROJAS BARRERA,ABARROTES,IZTACALCO,DISTRITO FEDERAL,1048
ABARROTES SIN NOMBRE Y/O LEOPOLDO ORTIZ AVAROA,ABARROTES,VENUSTIANO CARRANZA,DISTRITO FEDERAL,1049
ABARROTES SIN NOMBRE Y/O MARIA GUADALUPE RODRIGUEZ MIRELES,ABARROTES,VICTORIA,TAMAULIPAS,1050
ABARROTES SIN NOMBRE Y/O MARTHA ELENA YAÃEZ GONZALEZ,ABARROTES,XOCHIMILCO,DISTRITO FEDERAL,1051
ABARROTES SIN NOMBRE Y/O MARTHA JAZMIN ROJAS ESTEVES,ABARROTES,NAUCALPAN DE JUAREZ,MEXICO,1052
ABARROTES SIN NOMBRE Y/O MEINARDO GOMEZ CRUZ,ABARROTES,VENUSTIANO CARRANZA,DISTRITO FEDERAL,1053
ABARROTES SIN NOMBRE Y/O PABLO BAUTISTA CORCINO,ABARROTES,IZTAPALAPA,DISTRITO FEDERAL,1054
ABARROTES SIN NOMBRE Y/O PEREZ TORRES GABRIELA,ABARROTES,IZTAPALAPA,DISTRITO FEDERAL,1055
ABARROTES SIN NOMBRE Y/O POLICARPO GOMEZ CRUZ,ABARROTES,VENUSTIANO CARRANZA,DISTRITO FEDERAL,1056
ABARROTES SIN NOMBRE Y/O ROBLES LOPEZ MARTHA,ABARROTES,IZTAPALAPA,DISTRITO FEDERAL,1057
ABARROTES SIN NOMBRE Y/O ROSA SEGURA MAXINEZ,ABARROTES,MIGUEL HIDALGO,DISTRITO FEDERAL,1058
ABARROTES SIN NOMBRE Y/O SAMUEL RIVERA HUERTA,ABARROTES,AZCAPOTZALCO,DISTRITO FEDERAL,1059
ABARROTES SIN NOMBRE Y/O SAUL LOPEZ QUINTANA,ABARROTES,CUAUHTEMOC,DISTRITO FEDERAL,1060
ABARROTES SIXTYS Y/O JORGE ALBERTO PARDO VERA,ABARROTES,ECATEPEC DE MORELOS,MEXICO,1061
ABARROTES SOLIS  Y/O CRISTINA CASTILLO HERNANDEZ,ABARROTES,PAZ  LA,BAJA CALIFORNIA SUR,1062
ABARROTES SPRINGFIELD Y/O AGUSTIN HERNANDEZ PEREZ,ABARROTES,NAUCALPAN DE JUAREZ,MEXICO,1063
ABARROTES SUPER 3 Y/O RAFAEL ISRAEL CHAVEZ LANDEROS,ABARROTES,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL,1064
ABARROTES SUPER 4 CUATRO,MINI SUPER,TLALPAN,DISTRITO FEDERAL,1065
ABARROTES SUPER M,ABARROTES,PACHUCA DE SOTO,HIDALGO,1066
ABARROTES SUPER PRECIOS,ABARROTES,TEPEAPULCO,HIDALGO,1067
ABARROTES SUPERCHARMIN Y/O GUSTAVO ALONZO MUÃOZ HERNANDEZ,ABARROTES,VENUSTIANO CARRANZA,DISTRITO FEDERAL,1068
ABARROTES TADEO,ABARROTES,COLIMA,COLIMA,1069
ABARROTES TAMY Y/O SAMUEL TORRES GONZALEZ,ABARROTES,COACALCO DE BERRIOZABAL,MEXICO,1070
ABARROTES TATIANA Y/O ROGELIO ALCANTARA MARTINEZ,ABARROTES VINOS Y LICORES,CUAUTITLAN IZCALLI,MEXICO,1071
ABARROTES TAURUS,ABARROTES,TLALNEPANTLA DE BAZ,MEXICO,1072
ABARROTES TEC,ABARROTES,VICTORIA,TAMAULIPAS,1073
ABARROTES TEPA Y/O ELVIA GONZALEZ VARGAS,ABARROTES,ECATEPEC DE MORELOS,MEXICO,1074
ABARROTES TERE,ABARROTES,CHIHUAHUA,CHIHUAHUA,1075
ABARROTES TERUEL  S.A Y/O ALIANZA DIVISION DEL NORTE,VINOS Y LICORES,COYOACAN,DISTRITO FEDERAL,1076
ABARROTES TERUEL  S.A.,ABARROTES VINOS Y LICORES,BENITO JUAREZ,DISTRITO FEDERAL,1077
ABARROTES THE OXXTRO,ABARROTES,TLALNEPANTLA DE BAZ,MEXICO,1078
ABARROTES TONANTZIN Y/O ALARCON HERNANDEZ ROSA DELIA,ABARROTES,LA MAGDALENA CONTRERAS,DISTRITO FEDERAL,1079
ABARROTES UNICORNIO Y/O TERESA  VALENCIA LOPEZ,ABARROTES VINOS Y LICORES,COYOACAN,DISTRITO FEDERAL,1080
ABARROTES URIEL Y/O CECILIA AGUILAR HERNANDEZ,ABARROTES,ALVARO OBREGON,DISTRITO FEDERAL,1081
ABARROTES VALE Y/O MARIO LOPEZ CABALLERO,ABARROTES,ECATEPEC DE MORELOS,MEXICO,1082
ABARROTES VALLADOLID Y/O GUILLERMO SANTIAGO CONTRERAS,ABARROTES,MIGUEL HIDALGO,DISTRITO FEDERAL,1083
ABARROTES VALLES,ABARROTES,VICTORIA,TAMAULIPAS,1084
ABARROTES VARELA,ABARROTES,CAJEME,SONORA,1085
ABARROTES VERO,ABARROTES,CHIAUTEMPAN,TLAXCALA,1086
ABARROTES VICKY  Y/O VICTORIA FLORES SUAREZ,ABARROTES,NAUCALPAN DE JUAREZ,MEXICO,1087
ABARROTES VILLA DEL REAL,ABARROTES,TIJUANA,BAJA CALIFORNIA,1088
ABARROTES VINOS Y LCORES CASA RODRIGUEZ,ABARROTES,TONANITLA,MEXICO,1089
"ABARROTES VINOS Y LICORES  "" ERICK """,ABARROTES,EMILIANO ZAPATA,MORELOS,1090
ABARROTES VINOS Y LICORES  BELEM,ABARROTES,ATIZAPAN DE ZARAGOZA,MEXICO,1091
ABARROTES VINOS Y LICORES  DIANA  Y/O JUAN HUMBERTO DE LUNA,BEBIDAS ALCOHOLICAS,GUSTAVO A. MADERO,DISTRITO FEDERAL,1092
ABARROTES VINOS Y LICORES  EL ANGEL,ABARROTES VINOS Y LICORES,IZTACALCO,DISTRITO FEDERAL,1093
ABARROTES VINOS Y LICORES  EL ENCANTO,BEBIDAS ALCOHOLICAS,GUSTAVO A. MADERO,DISTRITO FEDERAL,1094
ABARROTES VINOS Y LICORES  EL NUEVO RHIN  Y/O ATONIO DIAZ,ABARROTES VINOS Y LICORES,BENITO JUAREZ,DISTRITO FEDERAL,1095
ABARROTES VINOS Y LICORES  LA ESTRELLA  DEL OLIVAR Y/O ROGELIO SOTO CASTRO,ABARROTES,ALVARO OBREGON,DISTRITO FEDERAL,1096
ABARROTES VINOS Y LICORES  LA JOYA   Y/O MOISES ZUÃIGA LOPEZ,ABARROTES VINOS Y LICORES,CUAUHTEMOC,DISTRITO FEDERAL,1097
ABARROTES VINOS Y LICORES  LAS VEGAS III,ABARROTES,VENUSTIANO CARRANZA,DISTRITO FEDERAL,1098
ABARROTES VINOS Y LICORES  SAN JAVIER,ABARROTES VINOS Y LICORES,ATIZAPAN DE ZARAGOZA,MEXICO,1099
ABARROTES VINOS Y LICORES  SAN LUCAS,ABARROTES VINOS Y LICORES,TLALNEPANTLA DE BAZ,MEXICO,1100
"ABARROTES VINOS Y LICORES "" LA NUEVA FE ""   Y/O IRENE VALDEZ HERRERA.",ABARROTES,COATLAN DEL RIO,MORELOS,1101
"ABARROTES VINOS Y LICORES "" SUPER MAS ""  Y/O FRANCISCO URIEL MARTINEZ SANCHEZ.",ABARROTES,ZACUALPAN,MORELOS,1102
"ABARROTES VINOS Y LICORES ""CASA MARTINEZ """,ABARROTES VINOS Y LICORES,COYOACAN,DISTRITO FEDERAL,1103
"ABARROTES VINOS Y LICORES ""DEPOSITO LOS MORALES"" Y/O ALVARO MORALES CASTRO.",ABARROTES,TETELA DEL VOLCAN,MORELOS,1104
"ABARROTES VINOS Y LICORES ""EL COMPADRE""",ABARROTES,NEZAHUALCOYOTL,MEXICO,1105
"ABARROTES VINOS Y LICORES ""MAY""  Y/O ARMANDO GLORIA ADAYA.",ABARROTES,TOTOLAPAN,MORELOS,1106
ABARROTES VINOS Y LICORES 'EL COMETA',ABARROTES VINOS Y LICORES,BENITO JUAREZ,DISTRITO FEDERAL,1107
ABARROTES VINOS Y LICORES 'PLATEROS ',ABARROTES VINOS Y LICORES,ALVARO OBREGON,DISTRITO FEDERAL,1108
ABARROTES VINOS Y LICORES ALEJANDRA   Y/O JUAN VEGA MONROY,ABARROTES VINOS Y LICORES,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL,1109
ABARROTES VINOS Y LICORES ALL MART Y/O JUAN JUAREZ PORTILLO,ABARROTES VINOS Y LICORES,CUAUTITLAN IZCALLI,MEXICO,1110
ABARROTES VINOS Y LICORES ANDI,ABARROTES VINOS Y LICORES,COYOACAN,DISTRITO FEDERAL,1111
ABARROTES VINOS Y LICORES ANDINA Y/O IVONNE YADIRA MORAN TOLEDO,ABARROTES VINOS Y LICORES,IZTAPALAPA,DISTRITO FEDERAL,1112
ABARROTES VINOS Y LICORES ANGAR 18  Y/O MARIA GUADALUPE ARREGUIN AGUILAR,ABARROTES VINOS Y LICORES,VENUSTIANO CARRANZA,DISTRITO FEDERAL,1113
ABARROTES VINOS Y LICORES ANGELITO,ABARROTES VINOS Y LICORES,TLALNEPANTLA DE BAZ,MEXICO,1114
ABARROTES VINOS Y LICORES AZTECA DE ORO,ABARROTES VINOS Y LICORES,TLALNEPANTLA DE BAZ,MEXICO,1115
ABARROTES VINOS Y LICORES BALDERAS Y/O IRENE VAZQUEZ RAMOS,ABARROTES VINOS Y LICORES,CUAUHTEMOC,DISTRITO FEDERAL,1116
ABARROTES VINOS Y LICORES BETITO,ABARROTES VINOS Y LICORES,IZTACALCO,DISTRITO FEDERAL,1117
ABARROTES VINOS Y LICORES CASA CABRAL,BEBIDAS ALCOHOLICAS,NAUCALPAN DE JUAREZ,MEXICO,1118
ABARROTES VINOS Y LICORES CASA GUZMAN,BEBIDAS ALCOHOLICAS,GUSTAVO A. MADERO,DISTRITO FEDERAL,1119
ABARROTES VINOS Y LICORES CASA HERNANDEZ  Y/O ALEJANDRO CONCEPCION HDEZ. B.,ABARROTES VINOS Y LICORES,IZTACALCO,DISTRITO FEDERAL,1120
ABARROTES VINOS Y LICORES CASA MARTINEZ,BEBIDAS ALCOHOLICAS,PACHUCA DE SOTO,HIDALGO,1121
ABARROTES VINOS Y LICORES CASA ORTIZ,ABARROTES,PACHUCA DE SOTO,HIDALGO,1122
ABARROTES VINOS Y LICORES CASA RAMOS Y/O SOCORRO CARRILLO SANTOS,ABARROTES,ECATEPEC DE MORELOS,MEXICO,1123
ABARROTES VINOS Y LICORES CASA RODRIGUEZ   Y/O RODRIGUEZ GARCIA RUBEN,ABARROTES VINOS Y LICORES,ALVARO OBREGON,DISTRITO FEDERAL,1124
ABARROTES VINOS Y LICORES CASA URIBE,ABARROTES VINOS Y LICORES,TLAHUAC,DISTRITO FEDERAL,1125
ABARROTES VINOS Y LICORES CASA VEGAN Y/O VEGA FLORES LAURO,ABARROTES VINOS Y LICORES,AZCAPOTZALCO,DISTRITO FEDERAL,1126
ABARROTES VINOS Y LICORES CHEVO,ABARROTES VINOS Y LICORES,OJOCALIENTE,ZACATECAS,1127
ABARROTES VINOS Y LICORES CHRISER,BEBIDAS ALCOHOLICAS,GUSTAVO A. MADERO,DISTRITO FEDERAL,1128
ABARROTES VINOS Y LICORES COQUIS,BEBIDAS ALCOHOLICAS,IZTACALCO,DISTRITO FEDERAL,1129
ABARROTES VINOS Y LICORES D'JAIME   Y/O ADRIAN JAIME VELAZQUEZ LECHUGA,ABARROTES VINOS Y LICORES,GUSTAVO A. MADERO,DISTRITO FEDERAL,1130
ABARROTES VINOS Y LICORES DANIEL,ABARROTES VINOS Y LICORES,ECATEPEC DE MORELOS,MEXICO,1131
ABARROTES VINOS Y LICORES DON ANIBAL LA GRAN VIA,ABARROTES VINOS Y LICORES,GUSTAVO A. MADERO,DISTRITO FEDERAL,1132
ABARROTES VINOS Y LICORES DON PANCHO Y/O JOSE FRANCISCO FIGUEROA GIL,VINOS Y LICORES,IZTACALCO,DISTRITO FEDERAL,1133
ABARROTES VINOS Y LICORES DORIS  Y/O MARIA NATALIA PALACIOS PARRA,VINOS Y LICORES,VENUSTIANO CARRANZA,DISTRITO FEDERAL,1134
ABARROTES VINOS Y LICORES EL 7 ROJO,ABARROTES VINOS Y LICORES,BENITO JUAREZ,DISTRITO FEDERAL,1135
ABARROTES VINOS Y LICORES EL BOMBON,VINOS Y LICORES,LA MAGDALENA CONTRERAS,DISTRITO FEDERAL,1136
ABARROTES VINOS Y LICORES EL CANARIO  Y/O  ERNESTO MARTINEZ ROSALES,ABARROTES VINOS Y LICORES,GUSTAVO A. MADERO,DISTRITO FEDERAL,1137
ABARROTES VINOS Y LICORES EL CID,ABARROTES VINOS Y LICORES,XOCHIMILCO,DISTRITO FEDERAL,1138
ABARROTES VINOS Y LICORES EL CONDE   Y/O  CARLOS PREZA PASOS,BEBIDAS ALCOHOLICAS,ALVARO OBREGON,DISTRITO FEDERAL,1139
ABARROTES VINOS Y LICORES EL CORREO DEL COMERCIO,ABARROTES VINOS Y LICORES,GUSTAVO A. MADERO,DISTRITO FEDERAL,1140
ABARROTES VINOS Y LICORES EL FAROL Y/O ANTONIO ORTEGA SANCHEZ,ABARROTES VINOS Y LICORES,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL,1141
ABARROTES VINOS Y LICORES EL GALLITO,ABARROTES,CUAUTITLAN IZCALLI,MEXICO,1142
ABARROTES VINOS Y LICORES EL HOGAR  Y/O  BENJAMIN GUTIERREZ RAMIREZ,ABARROTES VINOS Y LICORES,IZTAPALAPA,DISTRITO FEDERAL,1143
ABARROTES VINOS Y LICORES EL MEXICANITO,ABARROTES VINOS Y LICORES,XOCHIMILCO,DISTRITO FEDERAL,1144
ABARROTES VINOS Y LICORES EL MILAGRO,BEBIDAS ALCOHOLICAS,GUSTAVO A. MADERO,DISTRITO FEDERAL,1145
ABARROTES VINOS Y LICORES EL MIRADOR  Y/O JUAN MONTES DORANTES,ABARROTES VINOS Y LICORES,TLALNEPANTLA DE BAZ,MEXICO,1146
ABARROTES VINOS Y LICORES EL MORENO,ABARROTES VINOS Y LICORES,AZCAPOTZALCO,DISTRITO FEDERAL,1147
ABARROTES VINOS Y LICORES EL OASIS Y/O LEYDA HERNANDEZ MARTINEZ,ABARROTES,VENUSTIANO CARRANZA,DISTRITO FEDERAL,1148
ABARROTES VINOS Y LICORES EL OSO  Y/O TOVAR MEDINA JORGE ADRIAN,BEBIDAS ALCOHOLICAS,GUSTAVO A. MADERO,DISTRITO FEDERAL,1149
ABARROTES VINOS Y LICORES EL PARTENON Y/O JAIME MOTA GUTIERREZ,ABARROTES VINOS Y LICORES,IZTAPALAPA,DISTRITO FEDERAL,1150
ABARROTES VINOS Y LICORES EL PATITO Y/O JOSE GARCIA SANCHEZ,ABARROTES VINOS Y LICORES,IZTACALCO,DISTRITO FEDERAL,1151
ABARROTES VINOS Y LICORES EL PORVENIIR,ABARROTES VINOS Y LICORES,BENITO JUAREZ,DISTRITO FEDERAL,1152
ABARROTES VINOS Y LICORES EL PORVENIR,BEBIDAS ALCOHOLICAS,GUSTAVO A. MADERO,DISTRITO FEDERAL,1153
